title,introduction,link,price,booking_date,rating_star,rating_count,country,cities,source
【獨家優惠套餐】台灣苗栗｜卓也小屋・藍染體驗 ・蔬食自助饗宴,卓也小屋位於三義山中，除了最知名的山居民宿外，最大亮點莫過於藍染體驗；源自自家種植的藍草製成的染料親自染作出代表自己風格的作品，除了藍染體驗之外，還有美味的下午茶可以享用。立即在KKday上預約卓也小屋藍染方巾體驗，讓你感受不一樣的傳統台灣在地體驗，,https://www.kkday.com/zh-tw/product/22778,615,20220307,4.67,157,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00010', 'name': '苗栗'}]}]","[{'id': 'A01-001-00010', 'name': '苗栗'}]",KKday
基隆嶼登島・繞島・上燈塔・繞巡象鼻岩（含船票）｜期間限定,"即刻預訂基隆嶼登島行程，費用包含登島申請及船票，嚴選超過40年操船經驗在地船家，提供旅客多合一行程方案，自由選擇登上燈塔及繞巡象鼻岩之組合方案，即刻體驗一覽無遺地湛藍海景及自然生態！

* 2022/4/1起基隆市政府開放登島，每日登島限制為1200人；每航班限定46人，疫情期間敬請保持社交距離。",https://www.kkday.com/zh-tw/product/101224,700,20220401,4.79,381,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00026', 'name': '基隆'}]}]","[{'id': 'A01-001-00026', 'name': '基隆'}]",KKday
台灣宜蘭｜蔥寶寶體驗農場｜三星蔥馬卡龍蔥多餅 DIY ＆下田採蔥體驗｜保證成團,現在透過 KKday 預訂蔥寶寶體驗農場的蔥多餅 DIY 體驗，適合全家大小及親子互動的宜蘭親子活動景點，由專業老師帶你認識三星蔥的特色文化，並帶您體驗拔蔥、洗蔥、製作五彩繽紛又天然的馬卡龍蔥多餅，品嚐現做現煎的三星蔥多餅！,https://www.kkday.com/zh-tw/product/122910,120,20220307,4.91,114,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00017', 'name': '宜蘭'}]}]","[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【2022澎湖花火節】台灣澎湖跳島一日遊 | 探索浪漫七美＆絕美藍洞＆南方四島＆雙心石滬等 | 自選遊覽車或機車環島,在 KKday 事先預訂澎湖南方四島＋七美一日遊，走訪被時間遺忘的島嶼－東吉嶼，遊覽東吉燈塔、八卦山無敵海景等，再帶你前往西吉嶼知名藍洞，親睹神秘且令人嚮往的藍色仙境，接著前進七美島有著小臺灣及雙心石滬等人氣景點，最後巡航東嶼坪、西嶼坪、南鐵砧嶼、頭巾嶼、虎井、桶盤，結束一日充實且難忘的澎湖網美秘境之旅。,https://www.kkday.com/zh-tw/product/23914,1400,20220401,4.74,736,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00019', 'name': '澎湖'}]}]","[{'id': 'A01-001-00019', 'name': '澎湖'}]",KKday
台北手作體驗｜原生態工作室｜經典香水 DIY 五元素調香課程,現在預約原生態工作室的調香體驗課程，鄰近捷運龍山寺站，步行 3 分鐘即抵達。在課程中認識不同香氛的意義，調製出不會撞香的香水，送禮自用兩相宜。您將有專業的老師帶您一起輕鬆體驗 DIY 的樂趣，親手製作屬於自己最獨一無二的香氛作品！,https://www.kkday.com/zh-tw/product/100651,1311,20220311,4.86,14,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
2022櫻花季｜宜蘭太平山一日遊｜翠峰湖＆環山步道＆太平山國家森林遊樂區,立即預訂宜蘭太平山國家森林遊樂區一日遊，自由選擇台北火車站、宜蘭火車站上下車！專業導覽帶你走訪翠峰湖、環山步道、見晴雲海，初次使用政府森林遊樂園振興方案立即省更多,https://www.kkday.com/zh-tw/product/34,1100,20220308,4.44,945,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00017', 'name': '宜蘭'}, {'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00017', 'name': '宜蘭'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
【獨家下殺】台灣綠島船票 | 台東富岡漁港往返綠島交通-離島船票,立即線上訂購綠島船票，從台東富岡漁港出發往返綠島，享受沿途的海景風光。搭乘綠島之星約1小時可抵達綠島，網路下訂現場輕鬆取票！讓KKday最方便、最快速、最省時為你解決離島交通。,https://www.kkday.com/zh-tw/product/115576,1120,20220308,4.72,312,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00018', 'name': '台東'}, {'id': 'A01-001-00023', 'name': '綠島'}]}]","[{'id': 'A01-001-00018', 'name': '台東'}, {'id': 'A01-001-00023', 'name': '綠島'}]",KKday
【石碇許家麵線】手作麵線DIY與流水麵 親子體驗,爸媽們熱門推薦的美食親子DIY：石碇許家麵線的手作麵線與流水麵體驗，還有專人麵線製作導覽，邀情孩子們一起參與甩麵條、曬麵線以及麵條跳繩，品嚐用清涼的山泉水流下來的麵線清爽Q彈的口感，記憶著與好友及家人一起相聚時的歡樂！最後，把一份專屬於自己的麵線帶回家！,https://www.kkday.com/zh-tw/product/28515,100,20220309,4.85,220,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
台東布農部落休閒農場｜體驗套票,立即在KKday購票享有優惠價，現場出示憑證即可使用，還可以折抵園區消費。布農部落休閒農場位於台東縣延平鄉，是全台灣第一個，也是唯一一個以原住民為主題的休閒農場。徜徉在園區裡，體驗獨特的布農族文化，來一場不一樣的台東旅行。,https://www.kkday.com/zh-tw/product/100041,240,20220307,4.75,16,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00018', 'name': '台東'}]}]","[{'id': 'A01-001-00018', 'name': '台東'}]",KKday
【 2022 情人節】台北內湖｜羊角包韓式汗蒸幕舒壓體驗,台北唯一高質感韓式汗蒸幕，KKday 限定套餐體驗價比現場更優惠！台灣獨家 100% 台杉木打造負離子遠紅外線森林房，堅持不上油漆於牆面，避免高溫時有毒物質吸入，天然台杉木透出自然木質香氣，有助於真正身心靈放鬆，提供高級設備與用品，只要人到就好、盡情放鬆。,https://www.kkday.com/zh-tw/product/39406,699,20220308,4.67,125,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
2022櫻花季｜阿里山兩天一夜| 奮起湖&祝山線日出&住宿一晚,現在預約阿里山二日遊，兩天之內走遍必去季節限定賞櫻花、祝山日出、水山巨木步道、奮起湖！帶你從嘉義出發，住宿阿里山一晚，輕鬆體驗阿里山森林鐵路特色阿里山小火車,https://www.kkday.com/zh-tw/product/5310,4000,20220309,4.51,615,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00014', 'name': '嘉義'}]}]","[{'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
【獨家83折優惠】新北新店｜滑遍天下滑雪中心  滑雪課程體驗（單板Snowboard  / 雙板SKI）,"立即預約「滑遍天下滑雪中心  滑雪課程體驗」，鄰近捷運大坪林站，步行 5 分鐘，輕鬆抵達！
想體驗滑雪，卻因為疫情遲遲無法出國，沒關係！現在就跟著KKday一起到新店滑雪吧！體驗全台最大滑雪機設備，單板、雙板滑雪任你選，出國立即可在粉雪上飆速、跳躍、縱橫雪場！",https://www.kkday.com/zh-tw/product/118917,1250,20220310,5,6,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
2022櫻花季｜明池森林九寮溪生態一日｜台北市區出發,在 KKday 事先預訂明池森林九寮溪生態一日遊，走訪北橫之珠明池的湖山光色與雲霧繚繞，體驗大自然帶來的教育與生態。專業中文導覽，帶你從台北車站出發大自然秘境！,https://www.kkday.com/zh-tw/product/102066,1212,20220309,4.59,69,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00017', 'name': '宜蘭'}]}]","[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【2022櫻花季】福壽山農場 | 千櫻園賞櫻花&桃花一日遊 | 台中市區免費接送,福壽山農場千櫻園位於高海拔的福壽山農場，擁有占地八公頃的櫻花，全是種植多樣櫻花品種，不同品種的櫻花在不同期間綻放，景色十分壯觀 ! 千櫻園內一共種植了六千多株的櫻花，花期持續至三月底；三月中至三月底也是桃花季節，一次欣賞櫻花與桃花一同盛開 !,https://www.kkday.com/zh-tw/product/116466,1750,20220309,4.25,4,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00002', 'name': '台中'}]}]","[{'id': 'A01-001-00002', 'name': '台中'}]",KKday
2022櫻花季｜新竹山上人家歐風假期一日遊｜台北出發,在KKday上立即訂購，帶您舒適一遊媲美小歐洲的山上人家，不僅能自主地忘卻塵囂俗事，也能擁有一個猶如置身仙境的假期！,https://www.kkday.com/zh-tw/product/102092,1000,20220308,3.95,20,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00009', 'name': '新竹'}]}]","[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
台灣花蓮｜清水斷崖 SUP 立槳體驗,現在下訂 KKday 花蓮清水斷崖 SUP 立槳體驗，三個時段可彈性選擇，專業教練指導、無經驗者也可輕鬆上手。位於蘇花公路旁的清水斷崖有著壯闊的自然風景，即刻在 KKday 下訂 SUP 立槳體驗，從海上欣賞清水斷崖與太平洋的美景。,https://www.kkday.com/zh-tw/product/21250,1680,20220308,4.93,147,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
【限時8折】小琉球機車租借＋小琉球船票來回｜8h - 72h 旅遊騎乘（不提供大福碼頭接送）,快來預訂小琉球機車，提供 125cc 車型，車廂配有大的置物空間。租機車遊小琉球，依照自己的時間和腳步，自由規劃行程。盡情探索美麗的珊瑚礁島,https://www.kkday.com/zh-tw/product/119055,280,20220307,4.7,27,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00024', 'name': '小琉球'}]}]","[{'id': 'A01-001-00024', 'name': '小琉球'}]",KKday
【晚鳥五折】新竹露營｜愛上喜翁豪華露營｜一泊四食／二食,"在 KKday 預訂新竹愛上喜翁豪華露營， 3 月出發享優惠，一泊四食 12 歲以上第二位五折，雙人出發平日現省 2900；週六現省 3600，每帳獨家贈送 KKday x 臺虎精釀啤酒！
舒適寢具、美味餐食及豐富活動，適合全家共同體驗。一泊四食或是獨立包區，體驗傳統原住民獵人活動，展開豐富有趣的兩天一夜。平日還有一泊二食方案可供選擇，2/28 前單筆訂單滿 NT$4,000 並於結帳輸入【CAMP85】即享 85 折，立即出發體驗！",https://www.kkday.com/zh-tw/product/115643,3000,20220308,4.67,36,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00009', 'name': '新竹'}]}]","[{'id': 'A01-001-00009', 'name': '新竹'}]",KKday
【KKday獨家】台灣台北｜citizenM 世民宅度假專案,"想要一個慵懶愜意的渡假生活，就來世民！！！
待在溫暖的台北北門的荷蘭潮旅店 citizenM 世民酒店！
在大片窗景前欣賞絕佳景色，體驗繁忙的台北市享受片刻的寧靜溫暖時光！",https://www.kkday.com/zh-tw/product/101930,1850,20220309,4.77,95,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}]",KKday
限時優惠77折｜高雄義大遊樂世界超值入園方案 E-DA THEME PARK｜親子＆雙人入園方案,立即訂購義大遊樂世界超值入園門票，輕鬆入場！義大遊樂世界（E-DA Theme Park）有南台灣最浪漫的光影摩天輪、希臘愛情海式的情境主題遊樂世界，整個城市徜徉在一種獨特的悠閒氛圍中，即刻購買KKday義大遊樂世界超值親子&雙人套票，獨享精美贈品，快來玩翻遍義大世界！,https://www.kkday.com/zh-tw/product/8700,1220,20220306,4.53,170,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00004', 'name': '高雄'}]}]","[{'id': 'A01-001-00004', 'name': '高雄'}]",KKday
【 2022 情人節 KKday 獨家方案】台北新北｜澤之湯｜溫炙岩盤浴・LPG 曲雕推脂岩盤浴（需電話預約）,澤之湯遠赴日本了解岩盤浴的原理，將玉川溫泉的古法岩盤浴完整呈現，現在立即在 KKday 訂購，讓您不用飛去日本一樣可以享受最正宗的岩盤浴，多家據點分布，交通便利，美療師皆經過專業培訓，讓您沐浴在檜木香氛之中，瞬間釋放所有壓力與疲倦！,https://www.kkday.com/zh-tw/product/116922,799,20220306,4.64,14,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}]",KKday
北台灣經典行程｜象鼻岩、茶壺山、九份、十分拼車一日遊,從台北指定區域飯店出發，前往北台灣經典景點一日遊，由專業司機帶領你先至 2020 年爆紅 IG 打卡景點象鼻岩及慢步爬上金瓜石的茶壺山觀景步道，行經陰陽海、黃金瀑布、十三層遺址後再至令人深刻的山城－九份老街，感受濃濃的傳統氣息。最後至十分車站，體驗濃厚的古典及思鄉氛圍，KKday 提供你隨意漫步、最方便的選擇！,https://www.kkday.com/zh-tw/product/23189,700,20220307,4.76,840,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00006', 'name': '新北市'}, {'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00006', 'name': '新北市'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
嘉義阿里山國家森林遊樂區｜賞櫻花一日遊｜台中、台南、高雄出發,現在預訂嘉義阿里山國家森林遊樂區賞櫻花一日遊，專業導遊帶你從台中、台南、高雄出發，還附奮起湖便當一份，輕鬆遊遍阿里山國家森林遊樂區！不必舟車勞頓，搭乘舒適專車，在櫻花盛開的季節前往阿里山國家森林遊樂區，走進巨木林立的森林中，欣賞阿里山上緋紅的山櫻和雪白的吉野櫻花瓣。現在就來預訂一趟美麗的旅行，感受大自然的迷人魅力吧！,https://www.kkday.com/zh-tw/product/126006,999,20220312,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00014', 'name': '嘉義'}]}]","[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00014', 'name': '嘉義'}]",KKday
2022 櫻花季 | 台灣新竹 | 霞喀羅櫻花谷 & 宇老觀景台 & 內灣一日遊 | 台北 & 台中出發,現在預訂霞客羅櫻花谷一日遊，帶你從台中出發！造訪11年來首度對外開放的霞客羅櫻花谷，讓您得以一睹最美花海姿容，滿開時的富士櫻花粉嫩亮眼，花瓣鋪成的小徑加上環山風景，美度絲毫不輸國外景色。,https://www.kkday.com/zh-tw/product/126533,1350,20220309,4.6,5,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00009', 'name': '新竹'}, {'id': 'A01-001-00001', 'name': '台北'}]}]","[{'id': 'A01-001-00002', 'name': '台中'}, {'id': 'A01-001-00009', 'name': '新竹'}, {'id': 'A01-001-00001', 'name': '台北'}]",KKday
桃園青埔｜Pilot in Café｜空中巴士 A320 模擬機飛行體驗,空中巴士 A320  1：1 模擬機體驗、飛行員一對一飛行體驗解說、認識駕駛艙操作及基本飛行概念、模擬機實際操作、多飛行航點供自由選擇、了解機艙空間，進行起飛程序體驗、KKday立即下訂桃園青埔時下最夯 Pilot in Café 青埔飛行咖啡廳模擬機與嚴選咖啡的跨界複合空間一次滿足！,https://www.kkday.com/zh-tw/product/104020,1500,20220307,5,31,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00008', 'name': '桃園'}]}]","[{'id': 'A01-001-00008', 'name': '桃園'}]",KKday
【 97 折優惠】清境 & 合歡山 | 賞日出曙光體驗 | 清境觀日專車,立即預訂清境觀日專車，欣賞合歡山日出與清境美景，採用歐式觀光巴士，擁有超大觀景窗，目前專門服務清境農場往來合歡山的旅客，不需擔心清境或合歡山路況不熟、天候視野不佳而危險，更少了清境往合歡山一路上行駛蜿蜒山路的勞累，讓您全心的遊玩、欣賞美景。,https://www.kkday.com/zh-tw/product/116015,390,20220310,4.88,113,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00012', 'name': '南投'}]}]","[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
2022櫻花季｜限時84折優惠｜武陵農場一日遊｜台北出發,現在預訂武陵農場一日遊，帶你從台北輕鬆出發！盡情體驗雪山山脈高海拔地區欣賞戶外美景，走進大自然感受無窮的魅力。回程前往宜蘭幾米公園，穿梭在繪本場景與人物之間,https://www.kkday.com/zh-tw/product/5822,1150,20220308,4.33,506,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00002', 'name': '台中'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00002', 'name': '台中'}]",KKday
2022櫻花季｜九族文化村&日月潭纜車一日遊｜台中出發,現在訂購日月潭一日遊，一天之內走遍必去日月潭、搭纜車、文武廟、九族文化村，帶你從台中出發！為你省下等待巴士與規劃交通路線的時間，省時又省力，輕鬆遊日月潭。,https://www.kkday.com/zh-tw/product/6100,1690,20220309,4.3,40,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00012', 'name': '南投'}]}]","[{'id': 'A01-001-00012', 'name': '南投'}]",KKday
【揪團省很大】台灣花蓮｜馬拉桑獵人學校,透過 KKday 購買花蓮馬拉桑獵人學校親子體驗課程，在獵人學校裡，穿上最道地的阿美族傳統服飾，配上情人袋，更能深刻體驗花東原住民的生活方式，了解在地原住民文化，感受原民的熱情，最後再享用風味湯品，適合全家大小一同體驗，來到花蓮的新選擇。,https://www.kkday.com/zh-tw/product/23046,800,20220308,4.85,78,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00005', 'name': '花蓮'}]}]","[{'id': 'A01-001-00005', 'name': '花蓮'}]",KKday
新北鶯歌｜新旺集瓷陶藝教室｜手拉胚・手捏陶・貼花教學,立即預約鶯歌老街內的新旺集瓷陶藝教室，專業師傅教學帶領製作鶯歌陶瓷，手拉胚、手捏陶、陶瓷DIY、陶器貼花課程，適合親子一起體驗！跟著 KKday玩台灣，來去鶯歌看見陶藝之美，在新旺集瓷體驗陶瓷課程，親子共享手作之樂,https://www.kkday.com/zh-tw/product/18731,280,20220309,4.71,487,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00006', 'name': '新北市'}]}]","[{'id': 'A01-001-00001', 'name': '台北'}, {'id': 'A01-001-00006', 'name': '新北市'}]",KKday
【2022早鳥揪團85折】台灣宜蘭｜龜山島牛奶海 + SUP 活動體驗,上帝在龜山島打翻了一杯牛奶，夢幻仙境牛奶海就此誕生！即刻預訂 KKday 龜山島牛奶海體驗，揪團省很大！近距離欣賞美麗的牛奶海，在安全海域體驗水上活動讓你玩的最盡興。夏天必朝聖的網美行程，去年錯過的今年一定要跟上！,https://www.kkday.com/zh-tw/product/102494,3825,20220430,5,2,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00017', 'name': '宜蘭'}]}]","[{'id': 'A01-001-00017', 'name': '宜蘭'}]",KKday
【2022澎湖花火節】早鳥83折｜虎井嶼(貓島)夕陽遊｜星空海上晚餐＆夜釣小管體驗｜花火節期間免費加碼海上賞花火,"台灣也有「貓島」而且就在澎湖！與世隔絕的虎井嶼是澎湖的第七大島，保留了傳統小漁村的質樸外，島上的貓更是令人流連忘返！
透過 KKday 預訂，搭船登上世界最大旅遊指南「寂寞星球Lonely Planet」名列全球十大神秘島嶼-虎井島，在西山追日大道享用沁涼嫩仙草冰，此時一望無際的絕美海景包圍四周，桃花源小島風情映入眼簾！接著揮別夕彩，迎來璀璨星空。行程的下半段將進行澎湖經典夜間行程-夜釣小管體驗，最後於浩瀚星空下享用海上晚餐，伴隨遠方城市的點點燈火，品嚐最澎湃道地的澎湖海鮮好滋味！",https://www.kkday.com/zh-tw/product/123456,1250,20220401,0,0,"[{'id': 'A01-001', 'name': '台灣', 'cities': [{'id': 'A01-001-00019', 'name': '澎湖'}]}]","[{'id': 'A01-001-00019', 'name': '澎湖'}]",KKday
